"scientificName","genus","specificEpithet","infraspecificEpithet","basisOfRecord","eventDate","institutionCode","collectionCode","collectionID","country","county","stateProvince","locality","latitude","longitude","identificationID","coordinateUncertaintyInMeters","informationWithheld","habitat"
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-08-10T00:00:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Polk County, US-FL, US",27.89545,-81.420266,"66254136",29680,"Coordinate uncertainty increased to 29680m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-08-10T18:01:52","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.065642,-81.369492,"66266076",29775,"Coordinate uncertainty increased to 29775m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-08-11T08:24:40","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.738187,-81.523215,"66356570",29704,"Coordinate uncertainty increased to 29704m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-08-25T19:24:36","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: 7 plants observed in Pinus Claudia clear-cut. All plants flowering., verbatimLocality: Florida, US",29.192544,-81.768132,"68326500",29533,"Coordinate uncertainty increased to 29533m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-08-17T17:10:33","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: Approximately 40 plants observed along 1/2 mile of sandhill through low, ancient scrub. Developing follicles and flowers observed on same plants., verbatimLocality: Florida, US",29.962912,-81.847521,"68328972",29433,"Coordinate uncertainty increased to 29433m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-08-25T19:23:40","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",29.075008,-81.649665,"68915726",29533,"Coordinate uncertainty increased to 29533m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-08-11T10:59:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: i found a whole population in a coastal sand pine scrub soon to be developed, verbatimLocality: Florida, US",27.814411,-80.455934,"77315775",29680,"Coordinate uncertainty increased to 29680m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-09-09T18:25:02","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.631263,-81.446771,"70292193",29704,"Coordinate uncertainty increased to 29704m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-09-14T11:49:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",29.648548,-81.930053,"70891943",29458,"Coordinate uncertainty increased to 29458m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-09-16T10:31:36","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",26.519376,-81.834731,"71128318",29845,"Coordinate uncertainty increased to 29845m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-10-29T13:48:47","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: Found in heavily disturbed xeric white sands embankment with gopher apple and young scrub oaks, near sand pine., verbatimLocality: Florida, US",27.398368,-81.551192,"76161679",29751,"Coordinate uncertainty increased to 29751m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-01T00:00:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Polk County, US-FL, US",27.872728,-81.717465,"30300378",401,"Coordinate uncertainty increased to 401m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-01T00:00:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Polk County, US-FL, US",27.944209,-81.61976,"30300707",469,"Coordinate uncertainty increased to 469m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-16T08:53:20","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.914283,-81.454297,"31264225",6,"Coordinate uncertainty increased to 6m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-15T08:42:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.95713,-81.489644,"31366206",202,"Coordinate uncertainty increased to 202m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-22T00:00:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Polk County, US-FL, US",28.13971,-81.632501,"31700270",67,"Coordinate uncertainty increased to 67m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-29T00:00:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Polk County, US-FL, US",28.075744,-81.573272,"32247275",29656,"Coordinate uncertainty increased to 29656m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-25T18:17:08","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",26.203482,-81.727377,"32302128",29868,"Coordinate uncertainty increased to 29868m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-16T20:01:03","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: A cluster of about 4 total plants, with one juvenile., verbatimLocality: Florida, US",26.363555,-81.701084,"32303679",29868,"Coordinate uncertainty increased to 29868m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-07-11T09:15:20","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",29.316604,-81.789688,"36904073",29508,"Coordinate uncertainty increased to 29508m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-08-05T00:00:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.764238,-81.517358,"32723300",29704,"Coordinate uncertainty increased to 29704m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-08-05T00:00:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.786915,-81.580989,"32723608",275,"Coordinate uncertainty increased to 275m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-08-11T12:55:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Volusia County, US-FL, US",28.889417,-81.278118,"35268001",199,"Coordinate uncertainty increased to 199m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-08-11T13:16:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Volusia County, US-FL, US",28.9124,-81.257239,"33101998",199,"Coordinate uncertainty increased to 199m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-08-11T08:25:06","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Volusia County, US-FL, US",28.993913,-81.209987,"33103111",29558,"Coordinate uncertainty increased to 29558m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-09-15T08:54:01","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",28.125553,-81.428362,"35550663",3,"Coordinate uncertainty increased to 3m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-09-15T08:55:31","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",28.065663,-81.463993,"35550632",4,"Coordinate uncertainty increased to 4m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2017-06-28T14:45:48","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: Lake Blue Scrub WEA, verbatimLocality: Polk County, US-FL, US",28.016359,-81.66742,"15040807",12,"Coordinate uncertainty increased to 12m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2017-07-08T11:37:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.723289,-81.544419,"14859309",199,"Coordinate uncertainty increased to 199m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2017-08-08T15:59:37","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Polk County, US-FL, US",28.110058,-81.690698,"15449660",29656,"Coordinate uncertainty increased to 29656m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-05-28T10:24:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.881165,-80.587706,"307673539",29680,"Coordinate uncertainty increased to 29680m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-05-26T20:29:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.445868,-81.592093,"43863578",29727,"Coordinate uncertainty increased to 29727m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-05-27T16:38:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",29.146955,-81.716381,"43863579",29533,"Coordinate uncertainty increased to 29533m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-05-26T12:49:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: United States",26.546053,-80.095226,"43863580",29845,"Coordinate uncertainty increased to 29845m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-05-26T11:42:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: United States",26.53738,-80.069947,"43863583",29845,"Coordinate uncertainty increased to 29845m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-05-26T12:04:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: United States",26.590399,-80.191324,"43863586",29845,"Coordinate uncertainty increased to 29845m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-05-26T15:26:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: United States",26.940679,-80.15444,"43863593",29798,"Coordinate uncertainty increased to 29798m at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-07-03T07:39:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: scrub, verbatimLocality: Florida, US",27.967931,-81.620237,"162033906",78169,"Coordinate uncertainty increased to 78169m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-08-12T18:12:26","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.538206,-81.490524,"7481274",5,"Coordinate uncertainty increased to 5m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-12-21T11:29:24",NA,NA,NA,"United States of America",NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",26.887674,-80.058574,NA,NA,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-12-21T11:29:24",NA,NA,NA,"United States of America",NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",26.887674,-80.058574,NA,NA,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-12-21T11:29:24",NA,NA,NA,"United States of America",NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",26.887674,-80.058574,NA,NA,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2015-05-22T11:10:07","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: OLYMPUS DIGITAL CAMERA, verbatimLocality: Florida, US",27.449521,-82.25048,"2875864",612,"Coordinate uncertainty increased to 612m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2014-07-02T20:59:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.264782,-81.302646,"20270718",29751,"Coordinate uncertainty increased to 29751m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2013-06-24T10:50:30","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: Jason Sharp; Lake June-In-Winter Scrub State Park, Highlands County, Florida, verbatimLocality: Florida, US",27.263308,-81.441864,"888053",4447,"Coordinate uncertainty increased to 4447m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2012-05-30T13:20:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: Jason Sharp; Rye Preserve, Manatee County, Florida, verbatimLocality: Florida, US",27.444292,-82.363046,"175702",1924,"Coordinate uncertainty increased to 1924m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2011-07-25T00:00:00","USF","Herb",NA,"United States of America","Hillsborough Co.","Florida","locality:  Balm Boyette Scrub Preserve, Lithia., occurrenceRemarks: NA, verbatimLocality: Balm Boyette Scrub Preserve, Lithia.",27.7819,-82.2575,"299688",NA,NA,"Both sides of N - S fire lane in sand pine [Pinus clausa] - oak scrub."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2009-07-05T07:22:00","iNaturalist","Observations",NA,"United States of America",NA,"Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",27.190956,-81.376293,"190558979",29775,"Coordinate uncertainty increased to 29775m to protect threatened taxon",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1991-05-24T00:00:00","FTG","Herbarium",NA,"United States of America","Highlands","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",27.3434,-81.341,"168904",47866,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1991-05-23T00:00:00","FTG","Herbarium",NA,"United States of America","Palm Beach","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",26.6476,-80.4365,"168905",67392,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1990-11-09T00:00:00","FTG","Herbarium",NA,"United States of America","Highlands","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",27.3434,-81.341,"222164",47866,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1988-06-11T00:00:00","FTG","Herbarium",NA,"United States of America","Highlands","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",27.3434,-81.341,"190869",47866,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1980-05-24T00:00:00","FTG","Herbarium",NA,"United States of America","Highlands","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",27.3434,-81.341,"183531",47866,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1978-06-17T00:00:00","FTG","Herbarium",NA,"United States of America","Broward","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",26.1519,-80.4559,"167015",56415,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1971-07-28T00:00:00","FTG","Herbarium",NA,"United States of America","Martin","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",27.0816,-80.3985,"192206",51521,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1935-05-25T00:00:00","FTG","Herbarium",NA,"United States of America","Highlands","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",27.3434,-81.341,"200308",47866,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1928-05-15T00:00:00","FTG","Herbarium",NA,"United States of America","Highlands","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",27.3434,-81.341,"200317",47866,NA,NA
"Asclepias aceratoides Nash","Asclepias","aceratoides",NA,"PRESERVED_SPECIMEN","1894-06-16T00:00:00","NY","NY","http://biocol.org/urn:lsid:biocol.org:col:15556","United States of America","Lake Co.","Florida","locality:  Vicinity of Eustis, occurrenceRemarks: NA, verbatimLocality: NA",28.852768,-81.685353,NA,NA,NA,"Exclusively in ""scrub"""
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN",NA,"F","Botany","Botany","United States of America","Lake","Florida","locality:  vicinity of Eustis, occurrenceRemarks: NA, verbatimLocality: NA",28.852768,-81.685353,NA,NA,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN",NA,"F","Botany","Botany","United States of America","Columbia","Florida","locality:  Lake City, occurrenceRemarks: NA, verbatimLocality: NA",30.189676,-82.63929,NA,NA,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2022-06-29T07:29:00","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"276325034",29558,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2022-07-11T08:26:00","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"278394536",29533,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2021-05-19T10:39:00","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"249767453",29727,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2020-06-24T11:00:44","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"112697353",29704,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2020-06-24T11:01:02","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: Florida, US",NA,NA,"112643276",29704,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2019-07-05T00:00:00","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"61655961",29704,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2018-08-23T00:42:00","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"34075227",29704,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2017-07-26T12:22:39","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"273384591",29680,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2016-04-29T15:01:52","iNaturalist","Observations",NA,NA,NA,NA,"locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"102455348",29798,"Coordinates hidden at the request of the observer",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2009-10-04T00:00:00","USF","Herb",NA,"United States of America","Hernando Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"93218",NA,NA,"Scrub just S of scrubby flatwoods.."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2008-08-23T00:00:00","US","US","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","United States of America",NA,"Florida","locality:  Marion County: just N of the Sumter/Marion County line, near southern edge of Marion Oaks, W of the end of SW 179th Pl., 8 km (by air) SSW of Pedro., occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2007-06-28T00:00:00","USF","Herb",NA,"United States of America","Brevard Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"103933",NA,NA,"Scrub."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2006-05-23T00:00:00","USF","Herb",NA,"United States of America","Manatee Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"44473",NA,NA,"Scrub."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2005-06-10T00:00:00","FLAS",NA,NA,"United States of America","Polk","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,"location information not given for endangered species",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2005-07-31T00:00:00","FLAS",NA,NA,"United States of America","Marion County","Florida","locality:  NA, occurrenceRemarks: Voucher for: Hubbard, Jeffery. Floristic Inventory of Silver River State Park. University of Florida, Gainesville, FL., verbatimLocality: NA",NA,NA,NA,NA,"location information not given for endangered species",NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2004-07-20T00:00:00","USF","Herb",NA,"United States of America","Brevard Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"31878",NA,NA,"Edge of sandy road, scrubby flatwoods."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","2003-08-19T00:00:00","USF","Herb",NA,"United States of America","Brevard Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"31908",NA,NA,"Sand pine [Pinus clausa] scrub, xeric. Soil sandy."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"HUMAN_OBSERVATION","2003-01-01T00:00:00","NTSRV","FL-NHP",NA,"United States of America","Palm Beach","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1999-08-16T00:00:00","USF","Herb",NA,"United States of America","Manatee Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"31905",NA,NA,"Sand pine [Pinus clausa] scrub."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1998-07-16T00:00:00","USF","Herb",NA,"United States of America","Highlands Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"31911",NA,NA,"Scrub."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1995-06-11T00:00:00","USF","Herb",NA,"United States of America","Highlands Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"31820",NA,NA,"Dense low xeric oak [Quercus] scrub. Soils - Archbold (Typic Quartzipsamments). Community dominated by Quercus inopina, Q. chapmanii, Q. myrtifolia, Q. geminata."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1995-06-11T00:00:00","USF","Herb",NA,"United States of America","Highlands Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"31823",NA,NA,"Vacant lots cleared of former sand pine [Pinus clausa] scrub. Soils - Archbold (Typic Quartzipsamments). Community dominated by: Polygonella myriophylla, Paronychia chartacea, Chapmannia floridana."
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1995-06-08T00:00:00","USF","Herb",NA,"United States of America","Hillsborough Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"31916",NA,NA,NA
"Asclepias curtissii A.Gray","Asclepias","curtissii",NA,"PRESERVED_SPECIMEN","1995-06-04T00:00:00","USF","Herb",NA,"United States of America","Hardee Co.","Florida","locality:  NA, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,"31833",NA,NA,"Open rosemary [Ceratiola ericoides]-low oak [Quercus] scrub on white sand. Soils - St. Lucie (Typic Quartzipsamments)."
